date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,day_of_week,day_type,max_scaled_sensor_1,max_scaled_sensor_2,sensor_one_binned,sensor_two_binned,date,year,month,day,month-day
2010-07-13 16:00:00,30.0,19.8,0.8054,877.8,940.3,858.5,1372.4,814.8,1.6,9.1,120.3,1,weekday,0.42034190489872136,0.4083644575697038,0.2-0.5,0.2-0.5,2010-07-13,2010,7,13,713
2010-07-13 17:00:00,33.2,18.7,0.8523,1033.2,1048.1,775.2,1553.2,1011.5,3.0,13.6,193.6,1,weekday,0.4947565005028013,0.45518109962650916,0.2-0.5,0.2-0.5,2010-07-13,2010,7,13,713
2010-07-13 18:00:00,33.6,20.7,0.9364,1147.5,1355.7,675.2,1729.6,1193.2,3.7,19.8,229.0,1,weekday,0.5494900158023273,0.5887692174064102,0.5-0.8,0.5-0.8,2010-07-13,2010,7,13,713
2010-07-13 19:00:00,27.2,25.5,0.9495,1138.3,1542.3,603.6,2092.0,1468.2,4.7,25.2,296.9,1,weekday,0.5450845185078772,0.6698080430817337,0.5-0.8,0.5-0.8,2010-07-13,2010,7,13,713
2010-07-13 20:00:00,26.5,25.5,0.967,1197.0,1263.2,672.0,1771.0,1390.0,4.5,20.1,302.8,1,weekday,0.5731935066800746,0.548597237904977,0.5-0.8,0.5-0.8,2010-07-13,2010,7,13,713
2010-07-13 21:00:00,26.8,27.4,0.9484,1070.2,1116.0,766.5,1582.7,1171.1,2.5,13.2,203.0,1,weekday,0.5124742613609156,0.48466950403891257,0.5-0.8,0.2-0.5,2010-07-13,2010,7,13,713
2010-07-13 22:00:00,26.5,28.9,0.9008,922.1,1096.2,775.7,1496.5,1169.0,2.3,11.9,176.0,1,weekday,0.44155533208830144,0.47607052896725444,0.2-0.5,0.2-0.5,2010-07-13,2010,7,13,713
2010-07-13 23:00:00,24.1,32.3,0.9316,980.7,1003.9,740.7,1537.4,1115.0,1.9,10.8,144.1,1,weekday,0.4696164344203419,0.43598540779987843,0.2-0.5,0.2-0.5,2010-07-13,2010,7,13,713
2010-07-14 00:00:00,23.6,34.5,0.9685,908.5,939.3,856.8,1567.7,964.4,1.4,8.9,104.8,2,weekday,0.4350428578269405,0.40793016589941805,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 01:00:00,24.4,31.4,0.9406,876.7,896.8,943.5,1448.0,794.2,1.1,6.6,73.4,2,weekday,0.4198151606569937,0.3894727699122731,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 02:00:00,20.6,36.5,1.0126,802.6,774.6,932.2,1542.4,888.0,0.9,6.2,60.4,2,weekday,0.38433175310060813,0.3364023278033528,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 03:00:00,20.4,42.6,1.0083,852.8,694.5,984.1,1435.2,979.6,0.7,4.0,53.9,2,weekday,0.408370444859455,0.30161556501346304,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 04:00:00,19.3,39.3,1.0091,800.3,670.8,1022.2,1267.3,804.4,0.5,2.9,37.4,2,weekday,0.38323037877699556,0.2913228524276904,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 05:00:00,18.0,45.6,1.0505,863.6,723.9,989.1,1487.3,891.9,0.8,5.2,81.4,2,weekday,0.4135421155964181,0.31438374011986453,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 06:00:00,19.4,47.9,1.0624,921.6,1011.9,761.3,1616.0,1097.2,1.3,9.4,145.6,2,weekday,0.44131590288751615,0.4394597411621645,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 07:00:00,19.1,46.5,1.071,1244.5,1536.8,532.3,2325.6,1635.4,4.7,27.8,397.1,2,weekday,0.5959392807546808,0.667419438895162,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 08:00:00,20.6,42.5,1.098,1325.6,1529.8,527.9,2262.7,1880.6,4.4,29.5,340.4,2,weekday,0.6347746971220609,0.6643793972031616,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 09:00:00,25.2,34.6,1.0706,1162.6,1225.5,642.4,1989.5,1593.7,3.9,20.0,307.9,2,weekday,0.5567207776660441,0.5322244419352037,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 10:00:00,28.1,23.0,0.9616,993.2,1147.6,703.9,1631.1,1332.8,2.9,15.4,272.2,2,weekday,0.4756021644399751,0.49839312081994264,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 11:00:00,33.7,17.4,0.8627,894.7,974.7,859.5,1416.4,981.8,1.8,10.6,193.0,2,weekday,0.4284346118852655,0.42330409102753414,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 12:00:00,33.7,15.8,0.8381,996.4,1004.9,835.4,1639.8,941.2,2.0,13.1,139.7,2,weekday,0.4771345113250011,0.4364196994701642,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 13:00:00,32.1,17.0,0.8408,944.0,1024.1,820.7,1464.0,937.0,1.9,11.9,170.1,2,weekday,0.4520423310826988,0.4447580995396508,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 14:00:00,36.4,13.1,0.7836,917.7,1119.7,776.0,1628.1,1006.7,1.9,14.7,186.0,2,weekday,0.4394483551213906,0.4862763832189699,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 15:00:00,36.4,14.4,0.7767,883.6,1063.0,788.6,1508.2,956.9,2.1,12.5,183.0,2,weekday,0.42311928362783124,0.46165204551376704,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 16:00:00,30.0,17.5,0.7946,962.0,1020.2,830.4,1466.1,954.7,2.0,12.1,211.1,2,weekday,0.4606617823109706,0.4430643620255364,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 17:00:00,34.2,14.0,0.7773,978.4,1164.4,746.4,1694.4,1140.2,3.2,19.0,229.9,2,weekday,0.46851506009672933,0.5056892208807435,0.2-0.5,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 18:00:00,33.3,14.2,0.7868,1064.6,1415.2,703.0,1848.8,1176.0,3.8,22.0,273.5,2,weekday,0.5097926543121198,0.6146095717884131,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 19:00:00,32.0,19.1,0.8753,1133.9,1329.9,667.8,1767.9,1289.7,4.4,25.5,285.0,2,weekday,0.5429775415409663,0.5775644923130375,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 20:00:00,28.2,26.5,1.0246,1136.7,1209.5,752.8,1688.0,1059.3,3.2,14.6,185.2,2,weekday,0.5443183450653641,0.5252757752106315,0.5-0.8,0.5-0.8,2010-07-14,2010,7,14,714
2010-07-14 21:00:00,28.1,27.7,0.9748,1084.0,1116.0,665.4,1682.9,1399.6,3.0,17.0,185.0,2,weekday,0.5190825073025905,0.48466950403891257,0.5-0.8,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 22:00:00,27.9,28.4,0.9238,979.7,1074.2,739.8,1521.0,1127.7,1.9,10.9,142.0,2,weekday,0.4691375760187712,0.4665161122209676,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-14 23:00:00,24.3,30.0,0.9508,922.5,882.7,899.9,1458.2,833.3,1.4,8.6,101.8,2,weekday,0.4417468754489297,0.38334925736124387,0.2-0.5,0.2-0.5,2010-07-14,2010,7,14,714
2010-07-15 00:00:00,22.8,33.2,1.0271,1048.4,979.3,773.8,1598.4,1116.9,2.1,12.2,118.3,3,weekday,0.5020351482066753,0.4253018327108486,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 01:00:00,23.6,40.9,1.0968,1007.0,918.3,777.9,1456.4,1018.7,1.2,8.8,63.4,3,weekday,0.4822104103816501,0.398810040823417,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 02:00:00,23.5,39.8,1.0972,864.2,715.8,960.7,1355.0,651.4,0.6,3.8,29.1,3,weekday,0.4138294306373605,0.3108659775905498,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 03:00:00,22.2,39.6,1.1146,821.1,636.3,995.1,1411.9,584.9,0.4,3.0,31.9,3,weekday,0.39319063352966527,0.2763397898028316,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 04:00:00,22.5,45.8,1.1225,773.1,658.3,1171.3,1237.8,595.7,0.4,2.6,21.8,3,weekday,0.37020543025427377,0.2858942065491184,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 05:00:00,22.7,46.1,1.1493,782.8,686.4,1022.7,1355.4,611.8,0.4,3.1,35.3,3,weekday,0.3748503567495091,0.29809780248414836,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 06:00:00,20.0,45.7,1.1641,887.8,772.1,866.4,1497.6,739.5,0.7,5.6,54.5,3,weekday,0.42513048891442795,0.33531659862763835,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 07:00:00,20.7,45.5,1.2119,1086.7,1096.0,684.6,1753.9,1290.4,2.4,15.6,174.7,3,weekday,0.5203754249868314,0.4759836706331973,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 08:00:00,23.6,48.9,1.3208,1329.7,1505.7,536.5,2351.0,1434.2,3.9,24.2,312.1,3,weekday,0.6367380165685007,0.6539129679492748,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 09:00:00,22.9,46.9,1.3721,1157.2,1136.8,592.2,2042.6,1229.8,3.0,15.1,235.6,3,weekday,0.5541349422975625,0.49370277078085645,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 10:00:00,28.2,36.1,1.3818,983.0,904.9,780.1,1615.0,973.1,1.6,7.8,155.4,3,weekday,0.47071780874395436,0.39299053244158777,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 11:00:00,30.8,27.8,1.318,1037.3,908.0,854.9,1641.2,801.9,1.5,7.8,134.6,3,weekday,0.49671981994924097,0.39433683661947366,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 12:00:00,35.4,23.2,1.2516,1084.0,1073.0,721.3,1643.5,926.1,2.1,12.1,141.4,3,weekday,0.5190825073025905,0.46599496221662473,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 13:00:00,37.1,18.5,1.0865,990.7,1038.9,756.8,1651.4,848.4,1.9,12.6,133.4,3,weekday,0.47440501843604843,0.4511856162598802,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 14:00:00,36.9,18.8,1.0724,947.7,988.0,753.3,1647.2,743.0,1.7,10.3,131.2,3,weekday,0.45381410716851023,0.42908017024233475,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 15:00:00,39.0,18.2,1.094,1101.3,1101.1,742.1,1711.8,932.8,2.0,12.6,146.3,3,weekday,0.5273667576497629,0.47819855815165463,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 16:00:00,36.1,19.2,1.0887,1077.1,1172.1,756.0,1592.4,881.6,2.2,14.6,163.0,3,weekday,0.515778384331753,0.5090332667419438,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 17:00:00,36.6,18.9,1.0888,1175.6,1279.9,661.0,1904.9,1291.1,3.1,20.3,248.6,3,weekday,0.5629459368864626,0.5558499087987493,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 18:00:00,32.4,20.2,1.0275,1045.3,1282.8,628.8,1863.4,1181.7,3.8,19.9,228.9,3,weekday,0.5005506871618062,0.5571093546425779,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 19:00:00,31.1,23.2,0.9763,1094.4,1314.4,640.6,1897.8,1587.6,3.6,21.2,237.6,3,weekday,0.5240626346789254,0.5708329714236081,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 20:00:00,27.3,24.9,1.0144,1174.1,1357.0,574.2,1978.8,1462.8,5.0,22.6,326.8,3,weekday,0.5622276492841066,0.5893337965777816,0.5-0.8,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 21:00:00,25.4,26.9,0.9981,994.5,1184.6,709.9,1733.0,1252.1,2.7,14.0,176.7,3,weekday,0.47622468036201693,0.5144619126205159,0.2-0.5,0.5-0.8,2010-07-15,2010,7,15,715
2010-07-15 22:00:00,26.2,31.6,1.0285,1070.0,1140.5,734.6,1781.9,1200.9,2.7,14.5,149.0,3,weekday,0.5123784896806014,0.49530964996091376,0.5-0.8,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-15 23:00:00,25.5,36.8,1.0807,989.8,995.9,755.6,1541.3,1030.0,1.9,11.4,98.9,3,weekday,0.4739740458746348,0.4325110744375923,0.2-0.5,0.2-0.5,2010-07-15,2010,7,15,715
2010-07-16 00:00:00,22.8,37.8,1.0852,1000.6,1044.1,740.0,1509.1,969.0,1.8,9.8,99.0,4,weekday,0.47914571661159794,0.4534439329453661,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 01:00:00,23.6,38.7,1.0748,921.4,867.4,931.1,1440.0,790.0,1.0,6.7,44.6,4,weekday,0.441220131207202,0.37670459480587165,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 02:00:00,23.5,35.1,1.076,870.3,670.7,1000.6,1428.0,647.0,0.7,4.0,38.2,4,weekday,0.41675046688694145,0.2912794232606619,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 03:00:00,21.5,38.2,1.0729,744.8,628.2,1047.2,1266.2,558.6,0.5,2.8,29.2,4,weekday,0.3566537374898242,0.2728220272735169,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 04:00:00,22.2,44.7,1.0762,817.3,569.3,1189.6,1316.8,534.1,0.4,2.2,28.2,4,weekday,0.3913709716036967,0.2472422478936854,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 05:00:00,19.3,45.4,1.1,778.0,710.8,1110.9,1296.3,637.0,0.6,3.6,58.2,4,weekday,0.37255183642197,0.308694519239121,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 06:00:00,20.3,45.4,1.1088,794.2,754.5,970.6,1370.2,652.9,0.7,4.7,52.0,4,weekday,0.3803093425274146,0.3276730652306089,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 07:00:00,20.9,46.7,1.1419,1058.3,1174.0,627.0,1910.0,1223.6,2.2,14.7,170.3,4,weekday,0.5067758463822247,0.5098584209154868,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 08:00:00,21.5,43.8,1.247,1226.7,1440.6,488.8,2162.2,1589.0,4.7,24.7,300.2,4,weekday,0.5874156012067231,0.6256405802136715,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 09:00:00,24.7,45.1,1.4452,1162.6,1200.2,606.7,1860.0,1237.8,2.9,14.7,274.4,4,weekday,0.5567207776660441,0.5212368626769739,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 10:00:00,29.1,32.0,1.2825,977.4,950.0,842.1,1497.4,1040.0,1.9,9.8,194.0,4,weekday,0.4680362016951587,0.41257708677147575,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 11:00:00,33.5,26.7,1.2325,1119.1,1059.5,749.0,1615.9,1205.2,2.1,12.0,216.3,4,weekday,0.5358904371977206,0.46013202466776687,0.5-0.8,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 12:00:00,35.1,19.7,1.0647,1024.1,1072.7,834.8,1548.0,885.0,2.2,10.7,148.2,4,weekday,0.49039888904850826,0.465864674715539,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 13:00:00,37.6,17.0,1.0045,932.8,1067.9,753.6,1625.3,797.6,2.1,12.1,114.0,4,weekday,0.4466791169851074,0.46378007469816734,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 14:00:00,37.9,14.7,0.9099,980.2,1135.7,802.2,1606.0,871.7,2.2,13.3,156.2,4,weekday,0.46937700521955655,0.4932250499435421,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 15:00:00,35.7,16.0,1.0119,966.3,946.4,866.3,1487.7,838.2,1.5,8.6,117.4,4,weekday,0.4627208734377244,0.411013636758447,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 16:00:00,36.2,15.3,1.0828,1032.1,1051.5,769.1,1730.4,945.6,2.2,12.5,202.5,4,weekday,0.4942297562610735,0.4566576913054808,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 17:00:00,39.2,16.1,1.084,1099.1,1232.6,631.8,1692.9,1186.8,3.4,19.1,240.7,4,weekday,0.5263132691663074,0.5353079127942326,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 18:00:00,35.9,17.7,1.0316,1142.4,1311.3,618.1,1856.6,1439.2,4.2,22.5,278.4,4,weekday,0.5470478379543169,0.5694866672457223,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 19:00:00,32.7,20.4,1.0303,1171.2,1260.5,590.3,1787.0,1297.4,3.9,22.0,268.7,4,weekday,0.5608389599195518,0.5474246503952055,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 20:00:00,30.9,24.1,1.0879,1231.0,1260.5,651.0,1937.0,1530.7,4.2,22.0,254.8,4,weekday,0.5894746923334769,0.5474246503952055,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 21:00:00,26.5,25.9,1.0665,1091.0,1207.0,717.6,1691.5,1391.2,3.1,16.7,190.1,4,weekday,0.5224345161135852,0.524190046034917,0.5-0.8,0.5-0.8,2010-07-16,2010,7,16,716
2010-07-16 22:00:00,28.5,29.0,1.0671,1009.8,1102.4,733.0,1547.6,1185.0,2.3,11.6,149.8,4,weekday,0.48355121390604794,0.4787631373230262,0.2-0.5,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-16 23:00:00,27.0,31.5,1.0918,1155.4,1069.9,660.2,1686.0,1210.3,2.3,14.1,146.3,4,weekday,0.5532729971747354,0.4646486580387389,0.5-0.8,0.2-0.5,2010-07-16,2010,7,16,716
2010-07-17 00:00:00,24.7,37.6,1.1302,1074.0,1034.9,712.4,1639.5,1356.5,2.0,12.2,125.2,5,weekend,0.5142939232868841,0.44944844957873714,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 01:00:00,25.0,41.2,1.1306,947.7,965.6,757.4,1660.0,1091.7,1.5,9.5,93.9,5,weekend,0.45381410716851023,0.41935203682793365,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 02:00:00,22.6,43.4,1.1363,930.0,882.7,791.5,1598.6,944.0,1.2,8.6,66.0,5,weekend,0.4453383134607096,0.38334925736124387,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 03:00:00,21.8,47.2,1.1353,966.7,875.7,837.1,1548.6,1035.3,1.3,6.6,80.4,5,weekend,0.4629124167983527,0.38030921566924347,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 04:00:00,21.3,45.9,1.1471,845.7,746.0,882.2,1400.8,1009.0,0.9,4.8,58.8,5,weekend,0.4049705502083034,0.3239815860331799,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 05:00:00,20.1,42.3,1.151,784.0,654.6,978.1,1408.0,819.9,0.6,3.5,44.6,5,weekend,0.3754249868313939,0.2842873273690611,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 06:00:00,20.2,43.7,1.1608,813.1,794.6,944.5,1401.4,850.8,0.7,4.7,51.0,5,weekend,0.3893597663171,0.34508816120906805,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 07:00:00,20.7,43.6,1.1585,974.0,917.1,777.1,1576.9,1025.3,1.3,8.6,77.2,5,weekend,0.46640808312981846,0.3982888908190741,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 08:00:00,21.2,41.3,1.1731,1014.3,983.9,684.5,1628.0,1276.0,1.9,11.3,183.8,5,weekend,0.4857060767131159,0.4272995743941631,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 09:00:00,25.2,38.3,1.198,1051.5,950.4,697.3,1551.4,1194.1,1.8,10.8,143.6,5,weekend,0.5035196092515443,0.41275080343959003,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 10:00:00,32.1,26.6,1.1835,1118.1,1058.4,692.6,1758.8,1321.0,2.2,12.9,158.6,5,weekend,0.5354115787961499,0.4596543038304526,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 11:00:00,35.5,19.6,1.0664,977.6,964.2,728.5,1573.9,1066.0,1.8,11.2,121.2,5,weekend,0.46813197337547285,0.4187440284895336,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 12:00:00,36.2,17.5,1.0576,1080.1,949.5,814.8,1470.8,797.0,1.5,8.2,76.4,5,weekend,0.517214959536465,0.4123599409363329,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 13:00:00,40.1,14.2,0.9715,942.8,879.8,801.7,1384.2,666.4,1.5,8.4,72.2,5,weekend,0.451467701000814,0.3820898115174151,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 14:00:00,39.9,12.5,0.9302,915.8,733.4,971.0,1229.5,516.0,1.0,4.8,44.1,5,weekend,0.4385385241584063,0.31850951098757924,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 15:00:00,40.9,13.5,0.965,928.2,705.8,1059.8,1205.1,520.0,1.0,4.3,52.9,5,weekend,0.44447636833788245,0.30652306088769216,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 16:00:00,41.9,13.0,1.0124,1001.9,894.0,884.0,1492.4,742.0,1.4,7.2,69.3,5,weekend,0.47976823253363976,0.388256753235473,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 17:00:00,40.1,15.2,1.0828,1034.0,944.5,800.9,1587.6,1305.6,1.6,8.8,87.9,5,weekend,0.4951395872240578,0.41018848258490404,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 18:00:00,37.4,16.3,1.0757,993.7,955.1,798.1,1376.2,714.8,1.5,8.3,71.8,5,weekend,0.4758415936407604,0.41479197428993314,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 19:00:00,34.0,20.0,1.0073,1126.3,1033.1,794.9,1478.3,825.2,2.0,10.2,89.3,5,weekend,0.5393382176890292,0.4486667245722227,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 20:00:00,32.3,22.5,0.9959,1050.0,942.8,777.6,1511.0,852.6,2.0,8.9,105.9,5,weekend,0.5028013216491883,0.4094501867454182,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 21:00:00,28.5,23.5,0.9926,1018.5,954.8,788.5,1401.2,886.2,1.9,9.2,91.5,5,weekend,0.48771728199971265,0.4146616867888474,0.2-0.5,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 22:00:00,26.8,27.9,1.0252,1142.0,983.2,708.7,1675.4,1008.9,2.2,11.0,99.0,5,weekend,0.5468562945936886,0.4269955702249631,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-17 23:00:00,27.6,30.2,1.0402,1083.4,990.8,717.0,1709.8,1104.8,2.3,11.1,131.2,5,weekend,0.5187951922616483,0.4302961869191349,0.5-0.8,0.2-0.5,2010-07-17,2010,7,17,717
2010-07-18 00:00:00,26.1,32.0,1.0826,1181.4,1044.8,748.8,1511.4,1248.4,2.2,10.2,130.7,6,weekend,0.5657233156155724,0.4537479371145661,0.5-0.8,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 01:00:00,24.7,32.1,1.1199,1005.7,766.3,860.3,1450.4,810.3,1.3,5.3,58.1,6,weekend,0.48158789445960826,0.3327977069399809,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 02:00:00,25.5,37.3,1.1398,1029.3,829.5,836.2,1432.5,857.5,1.1,5.3,42.8,6,weekend,0.4928889527366757,0.3602449405020412,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 03:00:00,23.0,38.2,1.1158,862.6,673.0,990.4,1450.0,697.0,0.8,3.8,43.0,6,weekend,0.41306325719484743,0.29227829410231915,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 04:00:00,23.5,36.7,1.1176,926.1,609.1,961.6,1244.3,699.3,0.4,3.0,33.0,6,weekend,0.4434707656945841,0.26452705637105883,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 05:00:00,19.6,42.4,1.1246,864.0,640.3,1013.0,1300.8,665.4,0.6,3.3,32.0,6,weekend,0.4137336589570464,0.2780769564839746,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 06:00:00,19.8,46.1,1.1319,944.4,759.0,960.8,1415.0,868.2,0.7,4.1,53.0,6,weekend,0.4522338744433271,0.3296273777468948,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 07:00:00,21.9,44.6,1.1405,892.0,739.5,973.4,1297.4,834.3,0.4,4.1,37.0,6,weekend,0.4271416942010247,0.3211586901763224,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 08:00:00,23.1,32.6,0.8372,913.3,727.5,910.9,1487.9,907.4,0.6,4.7,78.1,6,weekend,0.43734137815447965,0.31594719013289324,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 09:00:00,24.9,34.8,1.1292,1044.5,801.7,825.3,1458.2,1076.7,1.0,6.9,89.3,6,weekend,0.5001676004405496,0.348171632068097,0.5-0.8,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 10:00:00,30.7,25.2,1.0842,1011.8,880.7,831.0,1510.6,899.2,0.9,7.5,86.9,6,weekend,0.4845089307091892,0.3824806740206723,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 11:00:00,36.3,15.5,0.9727,975.4,850.6,835.7,1449.2,651.7,0.8,7.1,75.9,6,weekend,0.46707848489201736,0.3694084947450708,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 12:00:00,35.2,14.8,0.9728,976.5,759.2,1086.8,1237.7,459.8,0.4,4.2,43.0,6,weekend,0.46760522913374514,0.329714236080952,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 13:00:00,41.4,14.4,0.9639,872.3,673.0,1028.2,1264.5,472.8,0.3,3.8,39.0,6,weekend,0.4177081836900828,0.29227829410231915,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
2010-07-18 14:00:00,42.2,11.8,0.8983,844.6,684.0,1177.3,1246.3,450.1,0.1,3.8,26.7,6,weekend,0.40444380596657564,0.29705550247546253,0.2-0.5,0.2-0.5,2010-07-18,2010,7,18,718
